preds;Attrition_Flag;Customer_Age;Education_Level;Income_Category;Card_Category;Credit_Limit;Avg_Utilization_Ratio;Gender
Client desabonne;Client desabonne;35;Doctorate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;41;High School;Less than $40K;Blue;2601.0;0.715;F
Client desabonne;Client desabonne;49;High School;$60K - $80K;Blue;5578.0;0.0;M
Client abonne;Client desabonne;52;Graduate;Less than $40K;Blue;3698.0;0.0;F
Client desabonne;Client desabonne;42;Graduate;Less than $40K;Blue;1933.0;0.583;F
Client desabonne;Client desabonne;41;Graduate;$120K +;Blue;27169.0;0.0;M
Client desabonne;Client desabonne;54;High School;Less than $40K;Blue;5642.0;0.096;F
Client desabonne;Client desabonne;60;Graduate;Less than $40K;Blue;3239.0;0.727;F
Client desabonne;Client desabonne;37;College;$40K - $60K;Blue;3680.0;0.18600000000000003;F
Client abonne;Client desabonne;44;Graduate;$60K - $80K;Blue;1787.0;0.0;M
Client desabonne;Client desabonne;52;Graduate;$60K - $80K;Blue;4752.0;0.513;M
Client desabonne;Client desabonne;43;High School;$60K - $80K;Blue;3764.0;0.473;M
Client desabonne;Client abonne;40;High School;Less than $40K;Blue;5492.0;0.28600000000000003;F
Client desabonne;Client desabonne;39;Doctorate;Less than $40K;Blue;3554.0;0.21;F
Client desabonne;Client desabonne;41;High School;Less than $40K;Blue;3429.0;0.439;M
Client desabonne;Client desabonne;50;Graduate;$60K - $80K;Blue;2021.0;0.7809999999999999;M
Client desabonne;Client desabonne;54;College;Less than $40K;Blue;2444.0;0.537;F
Client desabonne;Client desabonne;51;Graduate;$40K - $60K;Blue;2107.0;0.789;F
Client desabonne;Client desabonne;48;College;$120K +;Blue;32777.0;0.0;M
Client desabonne;Client desabonne;50;Graduate;$120K +;Blue;4607.0;0.0;M
Client desabonne;Client desabonne;40;College;$40K - $60K;Blue;3144.0;0.568;F
Client desabonne;Client desabonne;47;Post-Graduate;$40K - $60K;Blue;2725.0;0.679;F
Client desabonne;Client desabonne;53;High School;Less than $40K;Blue;1874.0;0.53;F
Client desabonne;Client abonne;45;Uneducated;$120K +;Blue;7135.0;0.353;M
Client desabonne;Client desabonne;44;Uneducated;$60K - $80K;Blue;16553.0;0.0;M
Client desabonne;Client desabonne;45;High School;$40K - $60K;Blue;2853.0;0.882;F
Client desabonne;Client desabonne;50;Graduate;Less than $40K;Blue;2382.0;0.596;F
Client desabonne;Client desabonne;54;Graduate;Less than $40K;Blue;2830.0;0.629;F
Client desabonne;Client desabonne;52;Graduate;Less than $40K;Blue;3705.0;0.585;F
Client abonne;Client abonne;49;Graduate;Less than $40K;Blue;1675.0;0.0;F
Client desabonne;Client desabonne;47;Uneducated;$40K - $60K;Blue;1439.0;0.0;F
Client desabonne;Client desabonne;52;High School;Less than $40K;Blue;2563.0;0.6890000000000001;F
Client desabonne;Client desabonne;46;High School;Less than $40K;Blue;1896.0;0.917;F
Client desabonne;Client desabonne;55;Uneducated;Less than $40K;Blue;2596.0;0.743;F
Client abonne;Client abonne;44;Graduate;$40K - $60K;Blue;4196.0;0.134;F
Client desabonne;Client desabonne;43;Uneducated;Less than $40K;Blue;1616.0;0.598;F
Client desabonne;Client desabonne;42;Uneducated;$60K - $80K;Blue;6618.0;0.263;M
Client abonne;Client abonne;50;Uneducated;Less than $40K;Blue;2477.0;0.0;F
Client desabonne;Client desabonne;38;High School;$40K - $60K;Blue;3040.0;0.628;F
Client desabonne;Client desabonne;51;College;$40K - $60K;Blue;4436.0;0.501;M
Client desabonne;Client desabonne;44;Graduate;Less than $40K;Silver;13138.0;0.0;F
Client desabonne;Client desabonne;38;College;Less than $40K;Blue;3297.0;0.47100000000000003;F
Client desabonne;Client desabonne;46;Graduate;$60K - $80K;Blue;6272.0;0.22899999999999998;M
Client desabonne;Client desabonne;54;College;$40K - $60K;Blue;5608.0;0.317;M
Client desabonne;Client desabonne;30;Graduate;Less than $40K;Blue;1621.0;0.645;F
Client desabonne;Client desabonne;49;Uneducated;Less than $40K;Blue;2305.0;0.509;F
Client desabonne;Client desabonne;54;Uneducated;$40K - $60K;Blue;9525.0;0.264;F
Client desabonne;Client desabonne;51;Graduate;$120K +;Blue;3168.0;0.6779999999999999;M
Client desabonne;Client desabonne;37;College;Less than $40K;Blue;2939.0;0.47200000000000003;F
Client desabonne;Client desabonne;44;High School;Less than $40K;Blue;2724.0;0.473;F
Client abonne;Client desabonne;55;Graduate;$40K - $60K;Blue;1438.3;0.0;F
Client desabonne;Client abonne;55;High School;$40K - $60K;Blue;4629.0;0.153;F
Client desabonne;Client desabonne;50;Graduate;$120K +;Blue;34516.0;0.033;M
Client abonne;Client abonne;45;Doctorate;$60K - $80K;Blue;13093.0;0.192;M
Client desabonne;Client desabonne;44;Uneducated;$60K - $80K;Blue;6426.0;0.0;M
Client desabonne;Client desabonne;47;Graduate;Less than $40K;Blue;2761.0;0.706;F
Client desabonne;Client desabonne;38;High School;$40K - $60K;Blue;2148.0;0.514;F
Client desabonne;Client desabonne;49;Graduate;$40K - $60K;Blue;2485.0;0.6629999999999999;F
Client desabonne;Client desabonne;39;Graduate;$40K - $60K;Blue;3394.0;0.742;F
Client desabonne;Client desabonne;50;High School;$40K - $60K;Blue;3367.0;0.519;F
Client desabonne;Client desabonne;50;High School;$40K - $60K;Blue;4154.0;0.255;F
Client desabonne;Client desabonne;54;Graduate;Less than $40K;Blue;2506.0;0.7120000000000001;F
Client desabonne;Client desabonne;46;College;Less than $40K;Blue;1774.0;0.629;F
Client desabonne;Client desabonne;45;Uneducated;$40K - $60K;Blue;3918.0;0.528;F
Client abonne;Client abonne;41;High School;Less than $40K;Blue;2372.0;0.0;F
Client abonne;Client abonne;45;Graduate;Less than $40K;Blue;1492.0;0.0;F
Client desabonne;Client desabonne;44;Graduate;Less than $40K;Blue;1550.0;0.462;F
Client desabonne;Client desabonne;58;Graduate;Less than $40K;Blue;2669.0;0.767;F
Client desabonne;Client desabonne;42;College;$60K - $80K;Blue;3311.0;0.254;M
Client desabonne;Client desabonne;51;High School;Less than $40K;Blue;3068.0;0.675;F
Client desabonne;Client desabonne;37;Uneducated;$40K - $60K;Blue;3050.0;0.825;F
Client desabonne;Client desabonne;42;Graduate;$40K - $60K;Blue;2647.0;0.47;F
Client desabonne;Client desabonne;48;High School;Less than $40K;Blue;2185.0;0.684;F
Client desabonne;Client desabonne;44;College;$40K - $60K;Blue;3183.0;0.7909999999999999;F
Client desabonne;Client desabonne;57;Graduate;$80K - $120K;Blue;17096.0;0.10300000000000001;M
Client desabonne;Client desabonne;50;Graduate;Less than $40K;Blue;2897.0;0.0;F
Client desabonne;Client desabonne;51;College;Less than $40K;Blue;1438.3;0.499;F
Client desabonne;Client desabonne;34;High School;$40K - $60K;Blue;1677.0;0.0;F
Client desabonne;Client desabonne;57;Graduate;Less than $40K;Blue;1860.0;0.0;F
Client desabonne;Client desabonne;47;Graduate;Less than $40K;Blue;2124.0;0.741;F
Client desabonne;Client desabonne;48;Graduate;Less than $40K;Blue;3413.0;0.502;F
Client desabonne;Client desabonne;41;Graduate;Less than $40K;Blue;2178.0;0.6459999999999999;F
Client desabonne;Client desabonne;49;College;Less than $40K;Blue;2096.0;0.609;F
Client desabonne;Client desabonne;41;Graduate;$60K - $80K;Blue;7293.0;0.136;M
Client desabonne;Client desabonne;42;Graduate;$40K - $60K;Blue;1438.3;0.47700000000000004;M
Client desabonne;Client desabonne;57;High School;Less than $40K;Blue;2298.0;0.67;F
Client desabonne;Client desabonne;58;Doctorate;Less than $40K;Blue;1517.0;0.606;F
Client abonne;Client abonne;42;High School;$40K - $60K;Blue;1456.0;0.0;F
Client desabonne;Client desabonne;43;Graduate;Less than $40K;Blue;2005.0;0.63;F
Client desabonne;Client desabonne;35;High School;Less than $40K;Blue;4790.0;0.248;F
Client desabonne;Client desabonne;53;Graduate;$120K +;Blue;13670.0;0.0;M
Client abonne;Client abonne;52;Graduate;$60K - $80K;Blue;3460.0;0.0;M
Client desabonne;Client desabonne;48;Uneducated;$40K - $60K;Blue;3202.0;0.7859999999999999;M
Client abonne;Client abonne;31;Uneducated;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;50;Post-Graduate;$60K - $80K;Blue;2296.0;0.597;M
Client desabonne;Client desabonne;49;Graduate;Less than $40K;Blue;6615.0;0.0;F
Client desabonne;Client desabonne;50;Graduate;Less than $40K;Blue;1912.0;0.0;F
Client desabonne;Client desabonne;45;High School;Less than $40K;Blue;2548.0;0.883;F
Client desabonne;Client desabonne;45;High School;Less than $40K;Blue;1457.0;0.568;F
Client desabonne;Client desabonne;59;Graduate;$40K - $60K;Blue;1980.0;0.7120000000000001;F
Client desabonne;Client desabonne;48;Graduate;Less than $40K;Blue;2216.0;0.569;F
Client desabonne;Client desabonne;57;Graduate;$40K - $60K;Blue;4262.0;0.591;F
Client desabonne;Client desabonne;42;Uneducated;Less than $40K;Blue;2573.0;0.677;F
Client desabonne;Client desabonne;55;High School;$40K - $60K;Blue;5431.0;0.37;F
Client desabonne;Client desabonne;43;Uneducated;Less than $40K;Blue;3092.0;0.294;F
Client desabonne;Client desabonne;37;Graduate;Less than $40K;Blue;2984.0;0.0;F
Client desabonne;Client desabonne;34;Graduate;Less than $40K;Blue;2669.0;0.618;M
Client desabonne;Client desabonne;50;Graduate;Less than $40K;Blue;1789.0;0.6459999999999999;F
Client desabonne;Client desabonne;36;Doctorate;Less than $40K;Blue;2835.0;0.8859999999999999;F
Client desabonne;Client desabonne;44;Graduate;Less than $40K;Blue;1558.0;0.564;F
Client desabonne;Client desabonne;47;Graduate;$80K - $120K;Blue;7299.0;0.0;M
Client abonne;Client abonne;56;High School;Less than $40K;Blue;3556.0;0.0;F
Client desabonne;Client desabonne;45;Graduate;Less than $40K;Blue;1438.3;0.58;F
Client desabonne;Client desabonne;38;Uneducated;Less than $40K;Blue;2468.0;0.353;F
Client desabonne;Client desabonne;45;College;$60K - $80K;Blue;10699.0;0.10300000000000001;M
Client abonne;Client abonne;34;High School;$80K - $120K;Blue;1439.0;0.0;M
Client desabonne;Client desabonne;54;High School;$40K - $60K;Blue;3089.0;0.381;F
Client desabonne;Client desabonne;53;College;Less than $40K;Blue;1665.0;0.579;F
Client desabonne;Client desabonne;54;College;$120K +;Blue;2456.0;0.6729999999999999;M
Client desabonne;Client desabonne;47;Graduate;$60K - $80K;Blue;11773.0;0.0;M
Client desabonne;Client desabonne;43;Graduate;$40K - $60K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;41;College;$40K - $60K;Blue;3104.0;0.63;F
Client desabonne;Client desabonne;50;Uneducated;Less than $40K;Blue;4060.0;0.575;F
Client desabonne;Client desabonne;42;Uneducated;Less than $40K;Blue;3428.0;0.644;F
Client desabonne;Client desabonne;46;Uneducated;$60K - $80K;Blue;12745.0;0.0;M
Client desabonne;Client desabonne;39;Doctorate;$60K - $80K;Blue;1790.0;0.498;M
Client desabonne;Client desabonne;43;Doctorate;$40K - $60K;Blue;4970.0;0.32;M
Client desabonne;Client desabonne;49;Graduate;$40K - $60K;Blue;5400.0;0.264;F
Client desabonne;Client desabonne;44;College;$80K - $120K;Blue;1876.0;0.45899999999999996;M
Client desabonne;Client desabonne;54;Uneducated;Less than $40K;Blue;1719.0;0.0;F
Client desabonne;Client desabonne;47;Uneducated;$40K - $60K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;33;Graduate;$40K - $60K;Blue;4883.0;0.0;F
Client desabonne;Client desabonne;38;High School;$80K - $120K;Blue;3413.0;0.528;M
Client abonne;Client abonne;45;College;Less than $40K;Blue;3785.0;0.665;F
Client desabonne;Client desabonne;61;Uneducated;$40K - $60K;Blue;2228.0;0.664;M
Client desabonne;Client desabonne;58;Graduate;$40K - $60K;Blue;2194.0;0.593;F
Client desabonne;Client desabonne;41;Graduate;Less than $40K;Blue;2665.0;0.726;F
Client desabonne;Client desabonne;42;Uneducated;$40K - $60K;Blue;2444.0;0.0;M
Client desabonne;Client desabonne;45;Uneducated;Less than $40K;Blue;3335.0;0.6709999999999999;F
Client desabonne;Client desabonne;45;Post-Graduate;Less than $40K;Blue;2726.0;0.78;F
Client desabonne;Client abonne;51;High School;Less than $40K;Blue;1665.0;0.914;F
Client desabonne;Client desabonne;40;High School;Less than $40K;Blue;2734.0;0.608;F
Client desabonne;Client desabonne;57;College;Less than $40K;Blue;1727.0;0.5770000000000001;F
Client desabonne;Client desabonne;45;Graduate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;42;College;$40K - $60K;Blue;6330.0;0.248;F
Client abonne;Client abonne;49;Graduate;Less than $40K;Blue;2575.0;0.977;F
Client desabonne;Client desabonne;48;Graduate;Less than $40K;Blue;5298.0;0.0;F
Client desabonne;Client desabonne;44;Post-Graduate;Less than $40K;Blue;2540.0;0.615;F
Client abonne;Client abonne;63;Graduate;$60K - $80K;Blue;14324.0;0.175;M
Client abonne;Client abonne;41;Graduate;Less than $40K;Blue;1504.0;0.645;F
Client desabonne;Client desabonne;45;Uneducated;Less than $40K;Blue;1839.0;0.0;F
Client abonne;Client desabonne;54;Doctorate;Less than $40K;Blue;1685.0;0.0;F
Client desabonne;Client desabonne;40;Uneducated;Less than $40K;Blue;2840.0;0.8859999999999999;F
Client desabonne;Client desabonne;47;Graduate;$40K - $60K;Blue;2977.0;0.647;F
Client desabonne;Client desabonne;39;Uneducated;Less than $40K;Blue;1961.0;0.0;F
Client desabonne;Client desabonne;53;High School;Less than $40K;Blue;2156.0;0.556;F
Client desabonne;Client desabonne;53;Uneducated;$40K - $60K;Blue;2772.0;0.871;F
Client desabonne;Client desabonne;29;Uneducated;Less than $40K;Blue;2832.0;0.642;F
Client desabonne;Client desabonne;44;High School;Less than $40K;Blue;1552.0;0.8859999999999999;F
Client abonne;Client abonne;46;High School;$40K - $60K;Blue;6362.0;0.0;M
Client desabonne;Client desabonne;40;Graduate;Less than $40K;Silver;11409.0;0.145;M
Client desabonne;Client desabonne;40;Uneducated;Less than $40K;Blue;1965.0;0.0;F
Client desabonne;Client desabonne;42;Uneducated;$40K - $60K;Blue;1622.0;0.0;F
Client desabonne;Client desabonne;38;Uneducated;Less than $40K;Blue;1736.0;0.76;F
Client desabonne;Client desabonne;49;High School;$80K - $120K;Blue;24256.0;0.044000000000000004;M
Client abonne;Client abonne;52;Uneducated;$40K - $60K;Blue;1915.0;0.755;F
Client desabonne;Client desabonne;38;College;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;44;Uneducated;Less than $40K;Blue;5594.0;0.221;F
Client abonne;Client abonne;47;High School;Less than $40K;Blue;1636.0;0.0;F
Client desabonne;Client desabonne;50;High School;Less than $40K;Blue;1477.0;0.0;F
Client abonne;Client abonne;44;Graduate;Less than $40K;Blue;1905.0;0.0;F
Client desabonne;Client desabonne;39;Graduate;$60K - $80K;Blue;6146.0;0.0;M
Client desabonne;Client desabonne;53;College;$40K - $60K;Blue;2672.0;0.6;M
Client desabonne;Client desabonne;42;High School;$60K - $80K;Blue;13426.0;0.0;M
Client abonne;Client abonne;48;Graduate;$40K - $60K;Blue;9104.0;0.016;M
Client desabonne;Client desabonne;47;Post-Graduate;$80K - $120K;Blue;30300.0;0.038;M
Client desabonne;Client desabonne;51;Graduate;$80K - $120K;Blue;7088.0;0.247;M
Client desabonne;Client desabonne;56;Graduate;$40K - $60K;Blue;1872.0;0.353;F
Client desabonne;Client desabonne;33;College;$40K - $60K;Blue;2874.0;0.8759999999999999;F
Client desabonne;Client desabonne;36;Graduate;$40K - $60K;Blue;6763.0;0.245;M
Client desabonne;Client desabonne;39;Graduate;Less than $40K;Blue;2867.0;0.47600000000000003;F
Client abonne;Client abonne;41;High School;Less than $40K;Blue;2201.0;0.956;F
Client abonne;Client abonne;29;College;Less than $40K;Blue;3261.0;0.772;F
Client desabonne;Client desabonne;39;High School;$40K - $60K;Blue;5027.0;0.0;F
Client desabonne;Client desabonne;49;High School;$60K - $80K;Blue;2465.0;0.541;M
Client desabonne;Client desabonne;43;Graduate;Less than $40K;Blue;7584.0;0.242;F
Client abonne;Client abonne;60;High School;$80K - $120K;Blue;28930.0;0.0;M
Client desabonne;Client desabonne;48;Graduate;$80K - $120K;Blue;4963.0;0.426;M
Client abonne;Client abonne;50;Post-Graduate;$60K - $80K;Blue;2049.0;0.0;M
Client desabonne;Client desabonne;47;Uneducated;$60K - $80K;Blue;1943.0;0.0;M
Client desabonne;Client desabonne;56;Post-Graduate;$40K - $60K;Blue;3485.0;0.42;F
Client desabonne;Client desabonne;43;Graduate;$80K - $120K;Blue;23459.0;0.098;M
Client desabonne;Client desabonne;51;College;Less than $40K;Blue;2306.0;0.706;F
Client desabonne;Client desabonne;42;High School;$80K - $120K;Blue;18177.0;0.046;M
Client desabonne;Client desabonne;47;Uneducated;Less than $40K;Blue;2894.0;0.732;F
Client desabonne;Client desabonne;44;Post-Graduate;$80K - $120K;Blue;34516.0;0.052000000000000005;M
Client desabonne;Client desabonne;44;High School;$120K +;Silver;34516.0;0.073;M
Client desabonne;Client desabonne;53;Graduate;$120K +;Gold;34516.0;0.071;M
Client desabonne;Client desabonne;41;Graduate;$40K - $60K;Blue;7839.0;0.19699999999999998;M
Client desabonne;Client desabonne;49;High School;$60K - $80K;Gold;6224.0;0.354;M
Client desabonne;Client desabonne;42;College;Less than $40K;Blue;6078.0;0.243;F
Client desabonne;Client desabonne;50;High School;$80K - $120K;Blue;21322.0;0.10400000000000001;M
Client desabonne;Client desabonne;51;Post-Graduate;$40K - $60K;Blue;1590.0;0.8009999999999999;M
Client desabonne;Client desabonne;52;Uneducated;Less than $40K;Blue;1986.0;0.71;F
Client desabonne;Client desabonne;48;Graduate;$60K - $80K;Blue;15618.0;0.0;M
Client desabonne;Client desabonne;44;Uneducated;$80K - $120K;Blue;34496.0;0.048;M
Client desabonne;Client desabonne;40;High School;$40K - $60K;Blue;2544.0;0.6729999999999999;F
Client desabonne;Client desabonne;42;Graduate;Less than $40K;Blue;6153.0;0.158;M
Client desabonne;Client desabonne;42;High School;Less than $40K;Gold;15987.0;0.07400000000000001;F
Client desabonne;Client desabonne;61;High School;Less than $40K;Blue;3421.0;0.662;F
Client desabonne;Client desabonne;59;Uneducated;$40K - $60K;Blue;11000.0;0.092;M
Client desabonne;Client desabonne;46;Uneducated;Less than $40K;Blue;2490.0;0.0;F
Client desabonne;Client desabonne;48;Post-Graduate;Less than $40K;Blue;2490.0;0.635;F
Client desabonne;Client desabonne;44;High School;$40K - $60K;Blue;2055.0;0.0;F
Client desabonne;Client desabonne;42;Post-Graduate;Less than $40K;Blue;3453.0;0.292;F
Client desabonne;Client desabonne;40;College;$60K - $80K;Blue;20304.0;0.0;M
Client desabonne;Client desabonne;61;College;Less than $40K;Blue;8283.0;0.174;F
Client desabonne;Client desabonne;45;Uneducated;$80K - $120K;Blue;11318.0;0.184;M
Client abonne;Client abonne;49;Graduate;$80K - $120K;Blue;2384.0;0.805;M
Client desabonne;Client desabonne;47;Uneducated;$60K - $80K;Blue;11919.0;0.19699999999999998;M
Client desabonne;Client desabonne;45;High School;Less than $40K;Blue;2948.0;0.32799999999999996;F
Client desabonne;Client desabonne;42;Graduate;$60K - $80K;Blue;12294.0;0.205;M
Client desabonne;Client desabonne;40;High School;$60K - $80K;Blue;13452.0;0.187;M
Client desabonne;Client desabonne;53;Graduate;$40K - $60K;Blue;4942.0;0.429;F
Client desabonne;Client abonne;49;Graduate;$40K - $60K;Blue;14973.0;0.0;M
Client desabonne;Client desabonne;44;Uneducated;$80K - $120K;Blue;19719.0;0.066;M
Client desabonne;Client desabonne;43;High School;Less than $40K;Blue;9484.0;0.258;F
Client desabonne;Client desabonne;57;Post-Graduate;Less than $40K;Blue;3059.0;0.57;F
Client desabonne;Client desabonne;51;Doctorate;$120K +;Platinum;34516.0;0.055999999999999994;M
Client desabonne;Client desabonne;49;Doctorate;$80K - $120K;Blue;25178.0;0.07200000000000001;M
Client desabonne;Client desabonne;61;Graduate;Less than $40K;Blue;7169.0;0.08800000000000001;M
Client desabonne;Client desabonne;62;Graduate;$60K - $80K;Blue;18224.0;0.076;M
Client desabonne;Client desabonne;52;Graduate;$60K - $80K;Blue;4813.0;0.0;M
Client desabonne;Client desabonne;50;High School;Less than $40K;Silver;12569.0;0.172;F
Client desabonne;Client desabonne;53;College;Less than $40K;Blue;8259.0;0.14300000000000002;F
Client desabonne;Client desabonne;42;High School;$60K - $80K;Blue;13804.0;0.138;M
Client desabonne;Client desabonne;43;Graduate;Less than $40K;Blue;6448.0;0.22699999999999998;F
Client desabonne;Client desabonne;57;Post-Graduate;$60K - $80K;Blue;5479.0;0.21899999999999997;M
Client desabonne;Client desabonne;50;Uneducated;Less than $40K;Blue;3749.0;0.425;F
Client desabonne;Client desabonne;48;High School;$120K +;Blue;30210.0;0.064;M
Client desabonne;Client desabonne;41;Graduate;$120K +;Blue;5807.0;0.19699999999999998;M
Client desabonne;Client desabonne;44;High School;$60K - $80K;Blue;3605.0;0.0;M
Client desabonne;Client desabonne;44;College;$40K - $60K;Silver;17077.0;0.128;F
Client desabonne;Client desabonne;43;College;Less than $40K;Blue;5380.0;0.249;F
Client desabonne;Client desabonne;51;Graduate;$80K - $120K;Gold;34516.0;0.022000000000000002;M
Client desabonne;Client desabonne;47;Post-Graduate;$80K - $120K;Blue;27720.0;0.087;M
Client desabonne;Client desabonne;47;Doctorate;$40K - $60K;Silver;18341.0;0.057999999999999996;F
Client desabonne;Client desabonne;38;High School;$120K +;Blue;27712.0;0.077;M
Client desabonne;Client desabonne;46;High School;$40K - $60K;Blue;8285.0;0.16399999999999998;M
Client desabonne;Client desabonne;41;Graduate;$80K - $120K;Blue;34516.0;0.061;M
Client desabonne;Client desabonne;49;Uneducated;$40K - $60K;Blue;7045.0;0.184;F
Client desabonne;Client desabonne;44;Graduate;$80K - $120K;Blue;14388.0;0.175;M
Client abonne;Client abonne;48;Post-Graduate;Less than $40K;Blue;3874.0;0.11900000000000001;F
Client desabonne;Client desabonne;44;Graduate;$60K - $80K;Blue;4752.0;0.0;M
Client desabonne;Client abonne;59;High School;Less than $40K;Blue;7484.0;0.259;F
Client desabonne;Client desabonne;42;Uneducated;$80K - $120K;Silver;34516.0;0.065;M
Client desabonne;Client desabonne;52;Graduate;$60K - $80K;Blue;18336.0;0.113;M
Client desabonne;Client desabonne;41;College;$40K - $60K;Blue;10682.0;0.125;M
Client desabonne;Client desabonne;39;Doctorate;Less than $40K;Blue;8587.0;0.154;F
Client desabonne;Client desabonne;46;Graduate;Less than $40K;Blue;5494.0;0.39;F
Client desabonne;Client desabonne;45;Graduate;Less than $40K;Blue;1946.0;0.608;F
Client desabonne;Client desabonne;53;High School;$60K - $80K;Blue;6228.0;0.27899999999999997;M
Client desabonne;Client desabonne;44;Graduate;Less than $40K;Silver;13609.0;0.105;F
Client desabonne;Client desabonne;46;Uneducated;$60K - $80K;Gold;34516.0;0.021;M
Client desabonne;Client desabonne;38;Graduate;Less than $40K;Gold;15987.0;0.11;F
Client desabonne;Client desabonne;46;Graduate;Less than $40K;Blue;2391.0;0.68;F
Client desabonne;Client desabonne;47;College;$60K - $80K;Blue;20811.0;0.063;M
Client desabonne;Client desabonne;45;Graduate;$40K - $60K;Blue;3735.0;0.5660000000000001;M
Client desabonne;Client desabonne;50;High School;$40K - $60K;Blue;2275.0;0.94;F
Client desabonne;Client desabonne;43;High School;Less than $40K;Blue;7350.0;0.185;F
Client desabonne;Client desabonne;48;College;$40K - $60K;Blue;1913.0;0.7340000000000001;M
Client desabonne;Client desabonne;46;College;$40K - $60K;Silver;18956.0;0.08900000000000001;M
Client desabonne;Client desabonne;45;College;$60K - $80K;Blue;13445.0;0.08800000000000001;M
Client desabonne;Client desabonne;53;High School;Less than $40K;Blue;8979.0;0.14400000000000002;M
Client desabonne;Client desabonne;49;Graduate;Less than $40K;Blue;6674.0;0.21;F
Client desabonne;Client desabonne;52;Post-Graduate;Less than $40K;Blue;6265.0;0.268;F
Client desabonne;Client desabonne;47;Graduate;$80K - $120K;Silver;34516.0;0.055;M
Client desabonne;Client desabonne;47;Uneducated;$80K - $120K;Blue;34516.0;0.037000000000000005;M
Client desabonne;Client desabonne;43;High School;$60K - $80K;Blue;13165.0;0.095;M
Client desabonne;Client desabonne;49;College;$80K - $120K;Blue;9959.0;0.115;M
Client desabonne;Client desabonne;40;College;$40K - $60K;Blue;9243.0;0.218;F
Client desabonne;Client desabonne;53;Graduate;Less than $40K;Blue;4737.0;0.348;F
Client desabonne;Client desabonne;46;High School;$40K - $60K;Blue;2000.0;0.87;M
Client desabonne;Client desabonne;41;High School;$80K - $120K;Gold;34516.0;0.061;M
Client desabonne;Client desabonne;51;Uneducated;$80K - $120K;Blue;23453.0;0.0;M
Client desabonne;Client desabonne;44;High School;$120K +;Silver;34516.0;0.032;M
Client desabonne;Client desabonne;49;Uneducated;$60K - $80K;Blue;6139.0;0.258;M
Client desabonne;Client desabonne;53;Graduate;$40K - $60K;Blue;9815.0;0.17300000000000001;F
Client desabonne;Client desabonne;47;Doctorate;$40K - $60K;Blue;3256.0;0.625;F
Client desabonne;Client desabonne;50;Uneducated;$80K - $120K;Blue;19000.0;0.126;M
Client desabonne;Client desabonne;44;Graduate;$120K +;Silver;34516.0;0.047;M
Client desabonne;Client desabonne;48;Graduate;$60K - $80K;Blue;13197.0;0.0;M
Client desabonne;Client abonne;47;College;$60K - $80K;Blue;22599.0;0.0;M
Client desabonne;Client desabonne;43;Uneducated;$60K - $80K;Blue;23457.0;0.107;M
Client desabonne;Client desabonne;41;Graduate;$80K - $120K;Blue;31560.0;0.040999999999999995;M
Client desabonne;Client desabonne;46;High School;Less than $40K;Blue;6218.0;0.405;F
Client desabonne;Client desabonne;39;Uneducated;$80K - $120K;Blue;2844.0;0.726;M
Client desabonne;Client desabonne;53;High School;Less than $40K;Blue;9678.0;0.177;F
Client desabonne;Client desabonne;52;Post-Graduate;Less than $40K;Blue;5207.0;0.215;F
Client desabonne;Client desabonne;46;High School;$40K - $60K;Silver;15034.0;0.09;M
Client desabonne;Client desabonne;44;Graduate;$40K - $60K;Blue;3107.0;0.642;F
Client desabonne;Client desabonne;52;High School;$40K - $60K;Blue;12214.0;0.195;F
Client desabonne;Client desabonne;52;Graduate;$80K - $120K;Blue;23070.0;0.07400000000000001;M
Client desabonne;Client desabonne;50;Graduate;Less than $40K;Blue;2167.0;0.456;F
Client desabonne;Client desabonne;55;High School;$80K - $120K;Gold;34516.0;0.023;M
Client abonne;Client abonne;44;Doctorate;$80K - $120K;Blue;25894.0;0.09699999999999999;M
Client abonne;Client abonne;46;Graduate;Less than $40K;Blue;3138.0;0.314;F
Client desabonne;Client desabonne;49;Uneducated;$120K +;Blue;12055.0;0.154;M
Client desabonne;Client desabonne;54;Graduate;$40K - $60K;Blue;10753.0;0.172;F
Client desabonne;Client desabonne;46;Uneducated;Less than $40K;Blue;2069.0;0.532;F
Client desabonne;Client desabonne;43;College;Less than $40K;Silver;11362.0;0.165;F
Client desabonne;Client desabonne;53;High School;$120K +;Blue;34516.0;0.039;M
Client desabonne;Client desabonne;44;Graduate;$60K - $80K;Blue;20001.0;0.0;M
Client desabonne;Client desabonne;48;High School;$40K - $60K;Blue;8786.0;0.177;M
Client desabonne;Client desabonne;41;Uneducated;$80K - $120K;Blue;7142.0;0.268;M
Client abonne;Client abonne;45;Post-Graduate;Less than $40K;Blue;4477.0;0.562;F
Client desabonne;Client desabonne;51;College;$80K - $120K;Silver;34516.0;0.0;M
Client abonne;Client abonne;44;Post-Graduate;$80K - $120K;Blue;2367.0;0.6779999999999999;M
Client desabonne;Client desabonne;39;Uneducated;$60K - $80K;Blue;23402.0;0.040999999999999995;M
